164,128,92
233,126,100
267,122,100
297,123,97
337,128,100
376,127,101
416,127,100
456,123,101
496,125,97
535,125,100
575,127,101
615,134,100
654,134,100
694,144,100
734,160,100
774,175,100
814,182,99
852,149,100
892,115,97
932,97,107
971,103,111
1011,128,99
1051,166,98
1091,156,106
1130,104,100
1170,105,106
1210,135,107
1249,174,103
1289,113,110
1329,116,109
1369,174,105
1409,112,128
1448,107,100
1487,187,109
1527,102,108
1567,126,104
1606,174,109
1646,93,135
1686,152,103
1729,144,125
1765,90,102
1805,159,106
1845,129,115
1885,95,109
1924,155,99
1964,156,105
2003,85,103
2043,156,100
2083,158,114
2122,91,103
2162,169,104
2202,107,112
2242,125,110
2281,154,111
2321,94,108
2361,170,97
2400,122,101
2440,104,115
2480,181,111
2520,133,130
2560,97,106
2598,137,107
2638,198,108
2678,8191,109
2718,226,108
2757,190,117
2797,167,123
2837,164,113
2876,168,113
2916,169,112
2956,151,114
2996,141,122
3036,179,133
3076,203,145
3115,167,147
3154,168,150
3197,194,190
3234,204,167
3273,171,179
3313,183,160
3353,200,168
3393,162,174
3432,151,179
3472,209,355
3513,153,156
3552,180,149
3591,185,154
3631,151,151
3671,192,154
3710,148,148
3749,173,150
3789,160,143
3829,138,143
3869,203,143
3908,143,308
3949,141,136
3988,196,132
4028,132,139
4067,173,173
4107,143,130
4147,123,130
4187,189,116
4226,117,135
4265,169,117
4305,118,111
4344,119,111
4384,140,114
4424,101,107
4464,165,102
4503,90,98
4543,143,99
4583,119,97
4622,110,89
4666,154,98
4702,102,93
4742,121,86
4781,126,76
4820,79,83
4860,135,79
4900,90,74
4939,126,73
4979,103,74
5019,124,73
5059,96,75
5099,128,72
5138,82,71
5178,126,68
5218,70,83
5258,62,80
5297,62,79
5337,75,85
5377,69,91
5416,99,79
5455,130,71
5495,63,73
5535,132,79
5575,117,87
5614,70,77
5654,108,80
5694,149,85
5734,82,85
5773,126,89
5813,122,210
5854,98,93
5901,140,90
5933,96,91
5971,146,92
6011,87,92
6050,160,87
6091,76,85
6130,144,84
6170,75,92
6210,146,80
6249,88,81
6293,126,77
6329,106,85
6368,116,79
6408,128,75
6448,81,71
6488,134,77
6528,93,75
6566,111,63
6606,122,83
6646,83,67
6686,132,69
6725,80,77
6765,119,76
6805,111,72
6845,105,78
6884,135,77
6924,91,86
6964,128,81
7004,138,85
7043,124,127
7084,160,106
7122,117,108
7162,168,117
7202,130,115
7241,136,102
7281,162,102
7321,118,154
7361,145,102
7400,153,117
7440,116,109
7480,174,112
7520,133,113
7560,157,105
7600,106,133
7640,132,93
7678,120,109
7718,130,96
7757,107,142
7801,158,98
7837,120,99
7877,108,100
7917,146,109
7957,156,102
7996,115,98
8036,114,120
8076,148,92
8115,100,92
8155,122,95
8195,128,86
8235,92,106
8273,146,87
8313,83,80
8353,140,81
8393,102,72
8432,94,83
8472,133,75
8512,78,79
8551,132,85
8591,92,79
8631,113,79
8671,111,72
8711,93,73
8750,169,65
8790,151,78
8829,113,71
8869,77,74
8908,119,72
8948,74,67
8988,112,74
9028,113,65
9067,69,77
9107,132,72
9147,87,69
9187,111,73
9226,126,73
9267,81,87
9306,127,81
9346,149,88
9389,90,96
9425,149,96
9464,118,103
9504,132,108
9544,118,111
9584,158,118
9623,110,109
9663,159,112
9703,116,109
9742,133,134
9783,136,100
9822,113,99
9862,138,99
